Serial No.,Course,Status,Course Type,Course Variant,Academia+LMS,Student ID,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty
,EGC 111 / Programming 1A (C Programming),,REGULAR,EGC 111/Programming 1A (C Programming)/Term I 2024-25/T1-24-EGC 111-BI-DE,,c8fffdcb87d493e59c4e98a6e443d7ed62f48d72f3105d03bd7d3dae3d24c555,e731550fa0be2eac2376fcb7c8c2e57a5a30826d0c65136ac13428c2d0abd149,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Badrinath Ramamurthy
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,f3abe82ff502da1d906eea56afa7f34f0ed5b02cd2117f50b31ad6fb4faab47d,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,b862195f6aff9ee2de6efd937e24a6081615fb7c5bc373cc134f6ddeb70996aa,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,67599981fd0c8e8f9f8bd79326fcfce9740dc523ee359621665d7125c15da79f,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,3b35efd8bd32385bf5c7d208a09a1b7121829663ec865645aa3b6e8d8e76956a,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,fa8bf7991e3df41d1c1a60fa34b153abcac1cfcfb488e24f1224e992a1f1d403,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,d00d81b4494485f4d1ec32f0d9e19b8782d3cdc20e4b8b0df583542a3584eb97,c816556f0faceb20cf126f5afde162087457222b308ef56a3fa23129b638461a,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,fc4535a76a801757ff741a0cf4f9aef52866e36e06aacc43239945bd0cca113c,3c7035e87b231c3ed14d1bcdc6c9897a9035286ed68932fc4662784d0404b662,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,086ffcfc64ba1b317ff114d2d3dc632675ae75ee82788a8fa0b31e6be050394d,bdd7bdaeb54790071fb48804ddd4ef8e2cd6ae50e1c603044f57e9c4a0730270,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,12ae1a0812d9869c189cd2ab37bbcd050dc0f5d9f75fc862afe63ca48f9cfbdf,d032e10958e79db21c032f7506ebbb3e8f21d845caa0d14e173f8e65d47cda31,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,fc5f93239ec1b27fd8bf7174a1f68e953d57e0b86e3c910135d02658a01a26ed,3b0c77698ed1ee0ae12ae3969776f6ba552f8fbffb17940f06a1af495b77bdd9,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,c6cf0e9f4f57181fc2b5e6ffd2ee594c8e6f1e38195dcea45e0010da2b9697a2,734b8c6a964c2643fd860f7dadb6218f5f23754638c8aa443d04821ab98a68b4,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,b15d5216e7bb4d4c6e93ba77511c20120e22a080072ad35fb4bfcfbfe8497096,58a8053df363cd6efc45c46deae5e4b2f22b9a5b8c6f4cca24a8eb4600d0b935,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,cf5964ae64e521c6ec8e22b8f435f9476fd02cfb1864382542eeb7721aff7961,1246a3257d08f9ce0c9de0c49ed7d47ddeda77d840a4eef190ffe7e88e440043,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,3688c2efd3c76a60f7c54c193bdde89f2cb99a219441f06185704716bd7dadab,06ef043fc18df784f5b50e68d8c845c3b8dd21ddab03d882e3b5db6415019df8,Integrated Master of Technology ECE,2024-25 IMtech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,d1a0f222c5a5f4aa162360029e31bdbb615b9ed07258549daea638de76a57d9f,12231cbd5b625902d1f2b0e04bd3f07a7cb5dd404190c5b3e5275220c65f045a,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,935630f7a377eeec28ddb2f1e80dd4bee8cee5362051198fdf08960151906ac4,48c7f43affaada8b1c65b5bbcedca96b90ab206c8024e562488d8521f74db163,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,62839fa34b47e5d459cb703cc83105f9c3425e14f87cb6bfa39ed1de9c1310a5,c88c47373aeaed4f5b795e9fe8d59e8e880e32a2e17503793d079e2e3801faa4,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,c83a7274a4738fc1bebdd837dd35a9a6919089c760716db2da5e1ecc618beb17,f2f410819794bbcb8767f4d51752deced4beba235852033c6a79ad9bcc2d9878,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,6fc6301aa6396c67ea7ec49ad72ee653dbe53f087da5a297e10376304b8914e9,5c9d20bf909ac7e80e4faaea3f589710fe32de7142bab34bc345ce49ba1eda50,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,3fc1f8f534dac78c2c43ba13642a85f3833dcec4c41533afb2b2753f723d197b,816e4805bf162b3c387a143ee8e7f91882120132024faa9862dd4f645aa4bedd,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,68f6c0f7555487053d52a5dac27694e20ce2f620851667e85124e4b49a004139,81a46418a5174f8d4b67f59a368b45efdd9e4b0112a7f00fff3161c3f9662a2d,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,7950cd2b2d890996d30cde69a91246e6bbcf8fdee5604274f30ae779c909ab63,7a73ee43646873eb824a05fbe3514b1c428063ab10062e5eb08b455d65eb6370,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,e85f9e8320fd788ea9be0210dc7674a63d623c33b3915cae28d407e8dc198eb2,1398f502c0bf11285451f0438baa9388176ad03171c77ec2b74e055fa71315c4,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,ce61c2fdd397cc93048148bca7cd7e0cc10cd65f6c06f6bf6415b1bea0f12668,7a3892b9e594fc89fc319764d607ac66a19b165b48ca000c46dd9c38dd3c61db,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,d66d32812a2434fbadafce3fac9b7d26a2b3de5bae8c1c7934607e293634dceb,0593cb03230e616e6a7fd2ed2ead3d1d4b563180689b0237d012d1e58fb4831c,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,aade3972b8e877b97c3b5aaf2ee296b1d4e7b9c4962b8a7dbd10c30edbfe8e13,d0e18168d6fb5510abc27979ab5f55b11142cb024a6683f44be1de59370d615e,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,8f7a6f8439e8598d3ae53b537553dfb40c640963316a9fe6dd9992b42f743db7,50149e25fbe24d030f9ad2c74b6adfa9552e56e1e5d7d8c2f62249e317fe26b8,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,d0293a9e1ae43a3e206512f9c6a1aaff6fd00cfd81c1b132fde80669337047c7,33404c3fdf39756df96acea474e87d4460f4c47a226a6d148a89d3f08d436cd5,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,df8239ca5372ac918ccc321ea281f93ca096766e88f3783471b81c7edc720b63,ab52c9f1300299928dd71f2ccf55dca437d16ddecf7d692bc059111c53e499bc,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,7cd35e7277d2a97ca7ebad2052400e944baf57d77f51e7febdb5daeeb65ae951,a7e051de5984a02240d54f5d996f784857f5e2524907da95b2ebdcdccda1b83a,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,b5e1c45df8179ea672e3e211c509e82c5b3e2d59c74dab1b9c5e36f85d890b7e,a5becd785275a09645042ba59e050c7f3efa86f208fbe6da1ad10d0bce5234bf,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,74275d96deb664bb56b5e7ab3864ce903af7a51d764cd43465448605d167868b,aaaa87a08f195c5301f8bdb4c1c0ac2687a791199dd2ef60b6784098e28f3d0c,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,0c00a8e8e4e989fd21aafa8804555c304733ec816477344349e10898c56da719,9e375b4353cf9b9afbcc887adfd19af4433b539ed43570263eb7db3e2ee6c62a,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,1b5b60677927228f94b20a68dadf069e43e687a6ebeaebb81cff935eeeab4f67,e988e9c8d039cf9258d1556b8f905a2bf016757181f8332fa52003d0db3a3826,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,237cdd6521fb705367a09d3cca2c0b2e7ff0f24a93dc111e80ea58a579c6e553,2de84989714d633f448f3caa3fefb7b82050f5cd01a7346566e0fc11c9e20277,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,e2e47ece6d0c9722635b1d6dee6b93b23e1eea49f0f8f73cdbc04719a0e1c6d6,fb59166e618d894b895a1d099673d220734cfc105b1e706682653bd00ae98582,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,d0cea67738849fa5f9ae92fe98305fe3c2b9f3941096638aba0b573d7fd444a3,aaddafe747e0d989a17680407a18f07ad14b5eb507c0d85ef1b0f6e37bc1b34f,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,57fa7d77ab0c8ab9d0fa7d02ab286c0c2667ec3e7213f9a7b768c5a1bd4bb356,d71c36e6c5e2aa3c65c0d87df02a24aa9c8ef172248511712500e14cf860c9f9,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,4a2b39594deda1737f08b12bf8746009cfea3014f2c4512d913222f0473a9d08,ec942bf25d547a459cbf5dbf0215e55113ce3b8dd18e220494e2695576371ac8,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,26bb9e2af22fcc019adb29734b0631d972e046141e3d18bb796e88ba4d10e83d,46f165d1122809d7cf20d5774a9fd16c607a5c9454d4825d7749c5adf7afd1f9,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,5202aca5b31977d827fe9398b5db7c32b1e511036875d592120a36f45f80aa4b,80f2620b9a410cf91df13111643a850773f8d6767d62e27c598ff4f8bf7a7da1,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,a2e4b212baac107b50ff4ea5a3046dbd74e5ea1320f2f83582f1ddf2adaafc26,3dbb74d5a66cbb4bad8debcc8eb645fc3be0426401df129073de66e1708015e3,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,1bcc8ad1d9f6029f1a3f430c21118612065ca8f19bec879b1228d35c0bfb7877,334b7c1d346f1aa5edf707c7282f906a8eec74c8e39a2f35a48463bf2ee29e99,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,efad7118ba58abba9d99d7b9eb139a46ea402f43e80015e23fc4264a555e276a,91ae05351d3ff43c2165c16d0db307cf8a104162f9da97541aff2d44c1e2a525,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,0ff074ce698a4e93a62333cd1e09674a57b86b168b5aef9b452eb1efd8c5175a,371d0c37d71d6cc5482cf151215a1748bf3b63d849bdf2e0f2443a0633fb2d05,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,3a93a6b64738749108e002f69473f4a14e2e1929b1b54e6307d2e1bea6eec607,8f0cf1ad85c1e44d658406f6e8766daa99d3a471ae99184bcd56d2d6f11ade6c,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,a5b9cffce555a6b4b8116044d9d0a5bd94a5bf13b1477f2f2613ab29b540e3d1,ef5b482a81f15408f1e565073f387e699594f03794c1bd8218f59f1735f00ec5,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,5e66c5f5200f0426105d3639378ede436e1b0611b183df366fd42b5b4b3e7bac,e3e98a16e5cf9f7d5c8705736a99f3dd8447c91e663633e84dc560a8c5930f65,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,f14434f00b79361926c06db96434d254bdae3b75dd3a55f724c6c604e94e0ca4,9038005fdaa05d1105ab101d48b30c3a69379bcf8e67897d28cbc1738c0330d0,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,5c4951f245088f2f6010a7a27bc2b3ae6b600380fcdc636532400cd32696aa80,d5e618218665b340bb71e6ad29bdefd4a12a90b04d801980437b2f8a4cbef6a8,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,c3d34b4f997f123d2a1777401909d860006fda65fbfdeb0d0739c4874534affb,134e8c1f2f798d213977e762e725cb679cdf652ae4d38cb3eae09b3e908e579b,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,f329695dd082777f9a596e5646df0fe0f3b9bf19205535bbf3cb23e56edafc4f,e3805ff6ffb3c4ac9fb6d24f86ac35e050c9fa73a513e297b61aa8690cf2a269,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,3af27ecee157416261f8c91fe97a46a347d72311f01efa3ab3403ccd5d5905c3,34e835be31e1b05907e762e4c37461c25df045faaae96ee9b1cdf9a540fe7625,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,aae23d79bd9eb847b7b790bb1df987f6f94bc8831041b4a68757d46d15dbc4f9,c35ae0ca07f82b3356244b36e7359156698f6bbec8c95c60c1d59408d8d6f2af,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,3b9010ce49d760fe15c1ff18ee013dd488190a2f944b8fa2e1b4c8702fc23335,b9f941df3bc7ab241d40806e630145d11fdda03c37fe1e5b057245f4ca1aa3c2,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,6b9e8c93e6aeaafeacf0aa66d14c17ee521b34d0702f6e9d5bf09c35d859bb23,e804249f4192691da0127e9634a0427503960e819a9a609e7a68d6600f167029,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,5d14a48d2e9833f338514e3b30bbefb3a4d756d0de2d662609d146c24b41eb49,d1d9da7b5e225d72f8cda0e0daa061a2b1723195c7360afb0abc3ae73d39f95b,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,fe6cacdcebbf5892a3583e6ec13530f2e6ea7c6c75a90fcced9a2645e7200033,7a8f56df47bd4aeadeec5f08d401b1f63da63ef7ae6c91ff613e3f43d7bea565,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,f071d7fd191c1f81f4ce6ee4d9a65d2c6033a07ba56c89a9b2d8b3c4a0192399,37a46ee80e1a7493f470830cdabde0813f0b580ac531a89cd064f18e5e17fe9f,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,efed7263c9a4185a5328db0018da9fce7010ecb9335add5b07227928c3ca74dc,73ddc948675ea71257aa36b322d43deb785952cf8a10be7fc90b92ebd3336dba,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,0b7c25977139ea9134f11c336468f7c731a7356503a72c75cd2d3ffd3a0e55bb,8b5f3ed787e3d068f6ed79b6361c3af47ba1826e7e09efe3d769fe35f2ec4080,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,03e8af13a98d6f1287619ac0890c632fa203419b6f65a005c6c9d2f8478fe282,a9fd4f9b51bfd426e0ddc7742afd97585c7e75f0848314ad92e72870b1af4558,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,d1bdcdb4fca5f17b08a45b7b39a6586c0b5ee1dd1e4d2cd30ae63c46c9acbf87,840b9377845c8e84d516c1c35f42b107e240bff84e3c633e949fed3d9a138cf1,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,9c98d896a40705a1a989c573ac3e4c3c14cb43f7df108b292e493a76f05a11be,8ba9d863f14f3692389d035b705a305fc32cfc96c8f83575e5fc252818c19d84,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,f6ed9634343f4a9429b15101fd023d9e698195f701afa6c29eebc8f2d9302ab4,df3a2c2e821deb3110d845ee2c9ecb795fef8fe3fe3f539e5049084c3ff38b04,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
